Sectors,Fund %,Category %
Basic Materials,2.70,4.14
Consumer Cyclical,5.79,17.57
Financial Services,52.35,24.64
Real Estate,6.00,4.51
Communication Services,0.93,1.04
Energy,1.55,1.90
Industrials,6.78,9.90
Technology,4.17,15.66
Consumer Defensive,15.98,12.57
Healthcare,2.49,6.89
Utilities,1.25,1.19
