,Values
NAV,"17,488.37"
Open Price,"17,350.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"5,424.0 / 39,642.7"
Day Range,"17,325.00 – 17,630.00"
Year Range,"12,800.00 – 18,285.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,1.140%
Total Assets,49.0 Bil
