,Values
Sustainability Rate,Low
Percent Rank in Global Category,94%
Historical Sustainability Score,35.46
Global Category,Greater China Equity
Portfolio ESG,40.32
Controversy Deduction,4.38
Sustainability Score,35.94
Sustainability Mandate,No
