,Values
NAV,"17,488.37"
Open Price,"17,350.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"12,788.0 / 39,371.6"
Day Range,"17,330.00 – 17,555.00"
Year Range,"12,800.00 – 18,285.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,1.140%
Total Assets,49.0 Bil
