,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,66.18,-1.61,-6.80,25.25,-21.10,34.91
Fund (NAV),—,—,—,—,—,66.40,0.14,-8.30,25.54,-21.10,35.01
+/ Category (NAV),—,—,—,—,—,45.43,-2.82,0.93,-5.92,0.52,17.79
+/- Index (Price),—,—,—,—,—,57.08,0.68,-16.24,-10.13,-10.29,28.98
Percentile Rank,—,—,—,—,—,1,52,44,69,45,6
# of Funds in Category,—,—,—,—,391,422,526,636,734,890,923
