,Values
NAV,"19,175.36"
Open Price,"19,345.00"
Bid / Ask / Spread,"19,240.00 / 0.00 / 0.00%"
Volume / Avg,"600.0 / 1,942.7"
Day Range,"19,120.00 – 19,430.00"
Year Range,"18,525.00 – 27,090.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.100%
Total Assets,6.7 Bil
