,Values
NAV,"19,175.36"
Open Price,"18,775.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"280.0 / 1,937.9"
Day Range,"18,640.00 – 18,980.00"
Year Range,"18,525.00 – 27,090.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.100%
Total Assets,6.7 Bil
