,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.61,-0.13,-5.53,-2.68,—,—,—,—,—,—,—
Total Return % (NAV),0.83,2.29,-4.58,-2.98,—,—,—,—,—,—,-9.84
+/- Category (NAV),0.06,0.81,2.52,3.80,—,—,—,—,—,—,—
+/- Index (NAV),0.83,1.04,1.62,0.74,—,—,—,—,—,—,—
