,Values
Sustainability Rate,High
Percent Rank in Global Category,8%
Historical Sustainability Score,42.81
Global Category,Korea Equity
Portfolio ESG,49.94
Controversy Deduction,7.13
Sustainability Score,42.81
Sustainability Mandate,No
