,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.22,0.52,1.78,3.10,4.46,6.86,—,—,—,—,—
Total Return % (NAV),-0.01,0.07,1.46,2.92,4.19,6.59,—,—,—,—,3.67
+/- Category (NAV),-0.01,-0.00,0.42,0.86,1.08,1.88,—,—,—,—,—
+/- Index (NAV),-0.31,-0.52,-0.85,-1.07,-1.42,-1.81,—,—,—,—,—
