,Values
NAV,"103,879.44"
Open Price,"103,895.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"28.0 / 11,680.5"
Day Range,"103,895.00 – 103,965.00"
Year Range,"99,185.00 – 103,980.00"
SEC Yield ,—
12-Month Yield ,1.82%
Premium ,—
Expense Ratio,0.100%
Total Assets,33.9 Bil
