,Values
NAV,"103,879.44"
Open Price,"104,195.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"10.0 / 11,859.9"
Day Range,"104,195.00 – 104,195.00"
Year Range,"99,185.00 – 104,195.00"
SEC Yield ,—
12-Month Yield ,1.82%
Premium ,—
Expense Ratio,0.100%
Total Assets,33.9 Bil
