,Values
NAV,"11,770.91"
Open Price,"11,715.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"706.0 / 2,170.0"
Day Range,"11,710.00 – 11,780.00"
Year Range,"9,285.00 – 11,815.00"
SEC Yield ,—
12-Month Yield ,2.17%
Premium ,—
Expense Ratio,0.480%
Total Assets,7.1 Bil
