,Values
Sustainability Rate,Above Average
Percent Rank in Global Category,19%
Historical Sustainability Score,48.14
Global Category,—
Portfolio ESG,53.73
Controversy Deduction,5.31
Sustainability Score,48.42
Sustainability Mandate,No
