Sectors,Fund %,Category %
Basic Materials,0.26,6.79
Consumer Cyclical,0.00,1.75
Financial Services,0.00,1.51
Real Estate,0.00,5.11
Communication Services,0.00,6.38
Energy,16.58,19.56
Industrials,41.50,31.97
Technology,0.00,2.41
Consumer Defensive,0.00,0.21
Healthcare,0.00,0.95
Utilities,41.66,23.33
