,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.62,-2.21,-2.46,3.05,25.24,14.86,—,—,—,—,—
Total Return % (NAV),-0.67,0.86,-1.16,4.42,27.64,16.13,—,—,—,—,8.31
+/- Category (NAV),-0.29,0.29,2.26,2.87,14.66,11.07,—,—,—,—,—
+/- Index (NAV),-0.83,2.51,2.17,2.85,14.04,8.50,—,—,—,—,—
