,Fund,Cat. Average,Index
Price/Earnings ,18.78,18.21,17.78
Price/Book ,1.93,1.92,1.97
Price/Sales ,2.33,1.53,1.40
Price/Cash Flow ,9.01,7.80,8.56
Dividend Yield % ,4.21,3.05,3.15
Long-Term Earnings % ,8.54,10.12,8.74
Historical Earnings % ,6.99,3.73,2.91
Sales Growth % ,-2.65,1.34,2.34
Cash-Flow Growth % ,2.57,3.27,1.04
Book-Value Growth % ,4.46,6.07,5.09
