,Values
NAV,"7,827.44"
Open Price,"7,835.00"
Bid / Ask / Spread,"0.00 / 8,500.00 / 0.00%"
Volume / Avg,"566.0 / 1,242.3"
Day Range,"7,770.00 – 7,835.00"
Year Range,"5,865.00 – 8,730.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.670%
Total Assets,7.8 Bil
