Sectors,Fund %,Category %
Basic Materials,9.37,6.23
Consumer Cyclical,13.38,7.80
Financial Services,16.28,22.50
Real Estate,0.73,12.48
Communication Services,4.47,1.12
Energy,6.75,10.13
Industrials,13.03,7.15
Technology,10.62,15.88
Consumer Defensive,11.05,10.60
Healthcare,9.30,3.51
Utilities,5.01,2.60
