,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-2.89,-4.00,-11.26,-4.72,22.51,-5.79,3.92,—,—,—,—
Total Return % (NAV),1.94,3.95,-8.21,1.74,29.22,-5.51,4.65,—,—,—,-5.87
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
