,Values
NAV,"7,718.19"
Open Price,"7,660.00"
Bid / Ask / Spread,"7,635.00 / 8,300.00 / 8.35%"
Volume / Avg,"302.0 / 1,240.0"
Day Range,"7,600.00 – 7,690.00"
Year Range,"5,865.00 – 8,730.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.670%
Total Assets,7.7 Bil
