,Fund,Cat. Average,Index
Price/Earnings ,13.81,13.71,—
Price/Book ,1.59,1.73,—
Price/Sales ,1.18,1.19,—
Price/Cash Flow ,8.64,5.33,—
Dividend Yield % ,3.91,2.63,—
Long-Term Earnings % ,8.65,10.31,—
Historical Earnings % ,4.11,17.08,—
Sales Growth % ,0.80,-13.84,—
Cash-Flow Growth % ,3.48,10.00,—
Book-Value Growth % ,2.75,-8.98,—
