,Values
NAV,"13,745.83"
Open Price,"13,630.00"
Bid / Ask / Spread,"13,750.00 / 13,785.00 / 0.25%"
Volume / Avg,"275,591.0 / 90,778.1"
Day Range,"13,615.00 – 13,825.00"
Year Range,"12,005.00 – 14,380.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.760%
Total Assets,219.9 Bil
