,Values
NAV,"13,745.83"
Open Price,"13,605.00"
Bid / Ask / Spread,"13,570.00 / 13,870.00 / 2.19%"
Volume / Avg,"80,025.0 / 91,565.1"
Day Range,"13,535.00 – 13,655.00"
Year Range,"12,005.00 – 14,380.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.760%
Total Assets,219.9 Bil
