,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),1.47,2.00,4.55,1.69,9.74,0.11,11.82,—,—,—,—
Total Return % (NAV),-0.47,1.39,3.52,2.29,11.39,-2.20,11.90,—,—,—,10.71
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
