,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.52,0.61,4.00,3.55,11.05,10.19,—,—,—,—,—
Total Return % (NAV),0.45,0.09,3.37,3.93,10.47,10.10,—,—,—,—,2.23
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
