,Values
NAV,"10,568.17"
Open Price,"10,515.00"
Bid / Ask / Spread,"0.00 / 11,620.00 / 0.00%"
Volume / Avg,"63,495.0 / 32,371.8"
Day Range,"10,515.00 – 10,570.00"
Year Range,"9,435.00 – 11,930.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.280%
Total Assets,19.2 Bil
