,Values
NAV,"10,596.59"
Open Price,"10,610.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"70,483.0 / 32,730.5"
Day Range,"10,595.00 – 10,650.00"
Year Range,"9,435.00 – 11,930.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.280%
Total Assets,19.2 Bil
