,Values
NAV,"9,389.08"
Open Price,"9,410.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"307.0 / 200,691.9"
Day Range,"9,360.00 – 9,420.00"
Year Range,"9,180.00 – 10,395.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.150%
Total Assets,66.7 Bil
