Sectors,Fund %,Category %
Basic Materials,7.70,3.03
Consumer Cyclical,11.50,17.26
Financial Services,18.59,17.46
Real Estate,3.62,1.25
Communication Services,4.06,2.30
Energy,5.62,3.60
Industrials,13.92,9.33
Technology,7.85,20.73
Consumer Defensive,11.91,10.55
Healthcare,11.62,11.88
Utilities,3.60,2.59
