,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,-1.59,-3.49,24.18,-15.91,7.65
Fund (NAV),—,—,—,—,—,—,-2.13,-3.23,24.13,-16.21,9.48
+/ Category (NAV),—,—,—,—,—,—,-4.44,-7.76,7.85,-5.98,-4.91
+/- Index (Price),—,—,—,—,—,—,0.45,-11.71,0.31,-6.09,-2.83
Percentile Rank,—,—,—,—,—,—,82,97,12,94,84
# of Funds in Category,—,—,—,—,—,76,120,185,325,554,587
