,Values
NAV,"9,904.97"
Open Price,"9,765.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,601.0 / 868.6
Day Range,"9,765.00 – 9,785.00"
Year Range,"9,040.00 – 11,305.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.580%
Total Assets,5.3 Bil
