Sectors,Fund %,Category %
Basic Materials,7.86,3.03
Consumer Cyclical,11.45,17.26
Financial Services,18.84,17.46
Real Estate,3.64,1.25
Communication Services,4.00,2.30
Energy,5.74,3.60
Industrials,14.05,9.33
Technology,7.67,20.73
Consumer Defensive,11.70,10.55
Healthcare,11.46,11.88
Utilities,3.60,2.59
