,Values
NAV,"9,904.97"
Open Price,"9,980.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"81.0 / 1,141.0"
Day Range,"9,975.00 – 9,980.00"
Year Range,"9,040.00 – 11,305.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.580%
Total Assets,5.3 Bil
