,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.20,0.15,-4.09,-1.44,9.52,-4.51,4.06,0.59,—,—,—
Total Return % (NAV),-0.31,-1.24,-4.22,-1.00,10.14,-6.32,3.90,0.61,—,—,0.26
+/- Category (NAV),0.55,-2.59,-1.10,-1.88,-10.68,-9.74,-8.92,-10.25,—,—,—
+/- Index (NAV),0.47,-2.15,0.24,-0.40,-2.13,-5.82,-4.29,-5.25,—,—,—
