,Fund,Cat. Average,Index
Price/Earnings ,14.11,17.50,15.86
Price/Book ,1.46,2.56,1.99
Price/Sales ,1.11,1.86,1.45
Price/Cash Flow ,6.95,9.84,7.47
Dividend Yield % ,3.61,2.32,2.64
Long-Term Earnings % ,7.90,8.64,9.11
Historical Earnings % ,4.94,8.29,8.71
Sales Growth % ,1.88,3.60,-17.33
Cash-Flow Growth % ,2.93,5.53,4.42
Book-Value Growth % ,4.49,4.22,4.36
