,Net,Short,Long,Cat.,Index
U.S.Stock,1.44,0.00,1.44,46.32,53.84
Non-U.S.Stock,98.54,0.00,98.54,40.30,46.12
Bonds,0.00,0.00,0.00,0.15,0.00
Other,-0.00,0.00,0.00,0.47,0.04
Cash,0.02,0.00,0.02,50.75,0.00
Not Classified,0.00,0.00,0.00,0.03,0.00
