,Values
NAV,"7,321.78"
Open Price,"7,170.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,5.0 / 356.5
Day Range,"7,170.00 – 7,170.00"
Year Range,"6,835.00 – 9,495.00"
SEC Yield ,—
12-Month Yield ,0.13%
Premium ,—
Expense Ratio,0.550%
Total Assets,4.8 Bil
