,Values
NAV,"7,447.35"
Open Price,"7,290.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,137.0 / 360.2
Day Range,"7,290.00 – 7,290.00"
Year Range,"6,835.00 – 9,495.00"
SEC Yield ,—
12-Month Yield ,0.13%
Premium ,—
Expense Ratio,0.550%
Total Assets,4.7 Bil
