,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,86%
Historical Sustainability Score,40.73
Global Category,Other Equity
Portfolio ESG,40.69
Controversy Deduction,0.02
Sustainability Score,40.67
Sustainability Mandate,No
