,Fund,Cat. Average,Index
Price/Earnings ,9.31,14.09,—
Price/Book ,0.94,1.42,—
Price/Sales ,0.63,0.92,—
Price/Cash Flow ,3.83,5.44,—
Dividend Yield % ,2.83,3.83,—
Long-Term Earnings % ,14.51,10.01,—
Historical Earnings % ,13.00,10.36,—
Sales Growth % ,2.51,-18.92,—
Cash-Flow Growth % ,7.93,10.89,—
Book-Value Growth % ,6.71,-18.73,—
