,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),77.08,13.27,-27.90,4.32,17.73,-14.86,-13.01,22.79,32.96,-15.59,-13.49
Fund (NAV),79.32,12.42,-27.75,4.24,18.23,-15.34,-12.84,22.78,33.83,-15.95,-13.22
+/ Category (NAV),35.70,3.29,-6.22,-10.52,1.09,-17.73,-13.13,17.30,11.86,-3.31,-17.28
+/- Index (Price),39.98,7.58,-8.69,-23.79,-9.32,-17.32,-8.00,12.08,8.60,-1.74,-22.81
Percentile Rank,1,34,93,88,48,97,97,3,9,63,—
# of Funds in Category,28,31,31,44,43,35,40,36,41,47,54
