,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.30,-3.25,-13.14,-13.31,-13.95,-18.55,3.12,-3.01,-0.69,—,—
Total Return % (NAV),-0.28,-3.40,-12.17,-12.22,-13.46,-18.55,3.18,-2.96,-0.65,—,-0.85
+/- Category (NAV),-0.37,-2.47,-4.30,-7.97,-16.31,-15.35,-1.34,-4.87,-3.01,—,—
+/- Index (NAV),-0.25,0.22,-3.77,-8.99,-20.68,-14.55,-5.66,-6.97,-6.73,—,—
