,Values
NAV,"6,570.82"
Open Price,"6,640.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,539.0 / 8,428.9"
Day Range,"6,565.00 – 6,650.00"
Year Range,"6,565.00 – 8,945.00"
SEC Yield ,—
12-Month Yield ,3.74%
Premium ,—
Expense Ratio,0.490%
Total Assets,4.1 Bil
