,Values
NAV,"6,589.53"
Open Price,"6,670.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"181.0 / 8,705.2"
Day Range,"6,580.00 – 6,670.00"
Year Range,"6,580.00 – 8,945.00"
SEC Yield ,—
12-Month Yield ,3.74%
Premium ,—
Expense Ratio,0.490%
Total Assets,4.1 Bil
