,Values
Sustainability Rate,Average
Percent Rank in Global Category,62%
Historical Sustainability Score,43.59
Global Category,Financials Sector Equity
Portfolio ESG,49.95
Controversy Deduction,5.31
Sustainability Score,44.64
Sustainability Mandate,No
