,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),1.92,1.48,11.48,8.78,-0.55,5.19,—,—,—,—,8.73
Total Return % (NAV),0.56,1.26,9.96,8.00,-1.87,5.87,—,—,—,—,8.60
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
