,Values
NAV,"10,137.17"
Open Price,"10,165.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"384.0 / 3,335.9"
Day Range,"9,995.00 – 10,165.00"
Year Range,"9,175.00 – 12,830.00"
SEC Yield ,—
12-Month Yield ,0.89%
Premium ,—
Expense Ratio,0.430%
Total Assets,8.9 Bil
