,Values
Sustainability Rate,Low
Percent Rank in Global Category,100%
Historical Sustainability Score,34.12
Global Category,Korea Equity
Portfolio ESG,34.40
Controversy Deduction,0.10
Sustainability Score,34.30
Sustainability Mandate,No
