,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.58,0.54,-8.13,-6.06,3.11,-15.62,—,—,—,—,—
Total Return % (NAV),2.14,5.80,-7.42,-5.01,4.05,-15.26,—,—,—,—,-0.40
+/- Category (NAV),1.26,2.35,1.78,6.79,13.02,2.60,—,—,—,—,—
+/- Index (NAV),2.14,5.71,2.55,10.72,19.14,3.12,—,—,—,—,—
