,Fund,Cat. Average,Index
Price/Earnings ,12.63,10.08,10.07
Price/Book ,2.15,1.04,0.93
Price/Sales ,1.48,0.61,0.40
Price/Cash Flow ,5.61,4.44,2.91
Dividend Yield % ,1.18,1.71,2.01
Long-Term Earnings % ,30.80,9.55,10.86
Historical Earnings % ,21.34,2.73,0.53
Sales Growth % ,-1.77,-1.44,-3.08
Cash-Flow Growth % ,-29.51,-10.31,-9.25
Book-Value Growth % ,13.08,6.21,2.39
