,Values
NAV,"10,324.22"
Open Price,"10,300.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"4,721.0 / 3,428.0"
Day Range,"10,250.00 – 10,400.00"
Year Range,"9,175.00 – 12,830.00"
SEC Yield ,—
12-Month Yield ,0.89%
Premium ,—
Expense Ratio,0.430%
Total Assets,9.1 Bil
