Sectors,Fund %,Category %
Basic Materials,9.85,2.78
Consumer Cyclical,9.07,19.27
Financial Services,46.71,16.81
Real Estate,1.40,2.49
Communication Services,12.81,3.58
Energy,0.00,3.04
Industrials,3.30,6.53
Technology,0.00,33.42
Consumer Defensive,13.64,4.60
Healthcare,1.87,6.41
Utilities,1.35,1.07
