,Values
NAV,"10,489.86"
Open Price,"10,350.00"
Bid / Ask / Spread,"10,250.00 / 10,930.00 / 6.42%"
Volume / Avg,"10,106.0 / 11,892.9"
Day Range,"10,250.00 – 10,440.00"
Year Range,"7,990.00 – 10,835.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.770%
Total Assets,18.9 Bil
