,Fund,Cat. Average,Index
Price/Earnings ,15.33,18.61,—
Price/Book ,2.56,2.88,—
Price/Sales ,2.54,1.98,—
Price/Cash Flow ,12.07,9.20,—
Dividend Yield % ,2.84,1.69,—
Long-Term Earnings % ,12.52,10.42,—
Historical Earnings % ,10.86,8.99,—
Sales Growth % ,7.88,5.87,—
Cash-Flow Growth % ,7.46,5.20,—
Book-Value Growth % ,11.76,9.23,—
