Sectors,Fund %,Category %
Basic Materials,—,1.01
Consumer Cyclical,—,9.12
Financial Services,—,2.52
Real Estate,—,0.18
Communication Services,—,3.47
Energy,—,0.08
Industrials,—,5.00
Technology,—,72.29
Consumer Defensive,—,0.22
Healthcare,—,5.88
Utilities,—,0.21
