,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-19.49,17.24
Fund (NAV),—,—,—,—,—,—,—,—,—,-19.33,20.04
+/ Category (NAV),—,—,—,—,—,—,—,—,—,-5.89,3.89
+/- Index (Price),—,—,—,—,—,—,—,—,—,-12.12,-1.62
Percentile Rank,—,—,—,—,—,—,—,—,—,73,35
# of Funds in Category,—,—,—,—,—,—,—,—,58,243,370
