,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-19.49,19.86
Fund (NAV),—,—,—,—,—,—,—,—,—,-19.33,20.98
+/ Category (NAV),—,—,—,—,—,—,—,—,—,-5.89,5.14
+/- Index (Price),—,—,—,—,—,—,—,—,—,-12.12,-0.71
Percentile Rank,—,—,—,—,—,—,—,—,—,73,32
# of Funds in Category,—,—,—,—,—,—,—,—,58,243,370
