,Values
NAV,"10,492.41"
Open Price,"10,330.00"
Bid / Ask / Spread,"0.00 / 10,550.00 / 0.00%"
Volume / Avg,"687.0 / 2,291.5"
Day Range,"10,210.00 – 10,330.00"
Year Range,"8,455.00 – 11,750.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,1.680%
Total Assets,14.2 Bil
