,Values
NAV,"10,492.41"
Open Price,"10,505.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"323.0 / 2,411.4"
Day Range,"10,450.00 – 10,540.00"
Year Range,"8,455.00 – 11,750.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,1.680%
Total Assets,14.2 Bil
