Sectors,Fund %,Category %
Basic Materials,7.20,8.70
Consumer Cyclical,9.73,13.65
Financial Services,12.41,11.56
Real Estate,0.00,0.29
Communication Services,3.03,2.34
Energy,1.92,1.96
Industrials,7.68,10.46
Technology,46.26,38.20
Consumer Defensive,5.96,6.64
Healthcare,4.40,4.97
Utilities,1.41,1.23
