,Values
NAV,"19,707.17"
Open Price,"19,585.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"151,726.0 / 2,585.1"
Day Range,"19,505.00 – 19,640.00"
Year Range,"19,310.00 – 23,575.00"
SEC Yield ,—
12-Month Yield ,2.29%
Premium ,—
Expense Ratio,0.220%
Total Assets,7.5 Bil
