,Values
Sustainability Rate,High
Percent Rank in Global Category,7%
Historical Sustainability Score,43.00
Global Category,Korea Equity
Portfolio ESG,51.78
Controversy Deduction,8.36
Sustainability Score,43.42
Sustainability Mandate,No
