,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,1.96,-7.14,-1.79,11.64,28.62,-18.22,-2.06
Fund (NAV),—,—,—,—,1.55,-6.90,-1.41,11.74,28.52,-18.19,-1.01
+/ Category (NAV),—,—,—,—,0.44,-1.82,-5.42,11.06,6.04,-1.52,3.77
+/- Index (Price),—,—,—,—,-0.57,0.01,1.03,-2.18,-3.62,-0.59,-2.72
Percentile Rank,—,—,—,—,42,56,80,2,10,68,8
# of Funds in Category,—,—,—,"1,737","1,779","1,796","2,103","2,012","2,058","2,015","2,325"
